Date,Issue number,Weekday,Sequence,Random Sequence
1895-07-09,,Tuesday,788,1401
1895-07-10,,Wednesday,789,2578
1895-07-11,,Thursday,790,1911
1895-07-12,,Friday,791,1718
1895-07-13,,Saturday,792,211
1895-07-15,,Monday,793,2209
1895-07-16,,Tuesday,794,1889
1895-07-17,,Wednesday,795,1045
1895-07-18,,Thursday,796,1033
1895-07-19,,Friday,797,1294
1895-07-20,,Saturday,798,3666
1895-07-22,,Monday,799,181
1895-07-23,,Tuesday,800,3309
1895-07-24,,Wednesday,801,703
1895-07-25,,Thursday,802,307
1895-07-26,,Friday,803,1448
1895-07-27,,Saturday,804,2524
1895-07-29,,Monday,805,3075
1895-07-30,,Tuesday,806,1526
1895-07-31,,Wednesday,807,469
1895-08-01,,Thursday,808,634
1895-08-02,,Friday,809,1176
1895-08-03,,Saturday,810,3627
1895-08-05,,Monday,811,2549
1895-08-06,,Tuesday,812,3168
1895-08-07,,Wednesday,813,639
1895-08-08,,Thursday,814,1595
1895-08-09,,Friday,815,1765
1895-08-10,,Saturday,816,99
1895-08-12,,Monday,817,1140
1895-08-13,,Tuesday,818,2067
1895-08-14,,Wednesday,819,3614
1895-08-15,,Thursday,820,2004
1895-08-16,,Friday,821,1021
1895-08-17,,Saturday,822,3514
1895-08-19,,Monday,823,1863
1895-08-20,,Tuesday,824,586
1895-08-21,,Wednesday,825,974
1895-08-22,,Thursday,826,2109
1895-08-23,,Friday,827,1929
1895-08-24,,Saturday,828,2724
1895-08-26,,Monday,829,751
1895-08-27,,Tuesday,830,2513
1895-08-28,,Wednesday,831,100
1895-08-29,,Thursday,832,1772
1895-08-30,,Friday,833,2734
1895-08-31,,Saturday,834,3585
1895-09-02,,Monday,835,2937
1895-09-03,,Tuesday,836,2632
1895-09-04,,Wednesday,837,931
1895-09-05,,Thursday,838,1893
1895-09-06,,Friday,839,3251
1895-09-07,,Saturday,840,2870
1895-09-09,,Monday,841,1012
1895-09-10,,Tuesday,842,559
1895-09-11,,Wednesday,843,767
1895-09-12,,Thursday,844,2626
1895-09-13,,Friday,845,2925
1895-09-14,,Saturday,846,1804
1895-09-16,,Monday,847,3357
1895-09-17,,Tuesday,848,881
1895-09-18,,Wednesday,849,14
1895-09-19,,Thursday,850,2542
1895-09-20,,Friday,851,40
1895-09-21,,Saturday,852,743
1895-09-23,,Monday,853,1791
1895-09-24,,Tuesday,854,1742
1895-09-25,,Wednesday,855,2066
1895-09-26,,Thursday,856,3673
1895-09-27,,Friday,857,3381
1895-09-28,,Saturday,858,762
1895-09-30,,Monday,859,584
1895-10-01,,Tuesday,860,842
1895-10-02,,Wednesday,861,3549
1895-10-03,,Thursday,862,1993
1895-10-04,,Friday,863,1107
1895-10-05,,Saturday,864,192
1895-10-07,,Monday,865,1414
1895-10-08,,Tuesday,866,1994
1895-10-09,,Wednesday,867,772
1895-10-10,,Thursday,868,3207
1895-10-11,,Friday,869,3055
1895-10-12,,Saturday,870,3113
1895-10-14,,Monday,871,1304
1895-10-15,,Tuesday,872,2528
1895-10-16,,Wednesday,873,1265
1895-10-17,,Thursday,874,1537
1895-10-18,,Friday,875,2695
1895-10-19,,Saturday,876,3419
1895-10-21,,Monday,877,2967
1895-10-22,,Tuesday,878,787
1895-10-23,,Wednesday,879,3545
1895-10-24,,Thursday,880,1105
1895-10-25,,Friday,881,2082
1895-10-26,,Saturday,882,3302
1895-10-28,,Monday,883,1990
1895-10-29,,Tuesday,884,2292
1895-10-30,,Wednesday,885,1819
1895-10-31,,Thursday,886,2395
1895-11-01,,Friday,887,2943
1895-11-02,,Saturday,888,2175
1895-11-04,,Monday,889,2434
1895-11-05,,Tuesday,890,860
1895-11-06,,Wednesday,891,1915
1895-11-07,,Thursday,892,239
1895-11-08,,Friday,893,1928
1895-11-09,,Saturday,894,1023
1895-11-11,,Monday,895,1425
1895-11-12,,Tuesday,896,932
1895-11-13,,Wednesday,897,154
1895-11-14,,Thursday,898,2819
1895-11-15,,Friday,899,2119
1895-11-16,,Saturday,900,1794
1895-11-18,,Monday,901,3301
1895-11-19,,Tuesday,902,664
1895-11-20,,Wednesday,903,1370
1895-11-21,,Thursday,904,3445
1895-11-22,,Friday,905,3074
1895-11-23,,Saturday,906,1547
1895-11-25,,Monday,907,2372
1895-11-26,,Tuesday,908,165
1895-11-27,,Wednesday,909,2911
1895-11-28,,Thursday,910,2266
1895-11-29,,Friday,911,395
1895-11-30,,Saturday,912,1920
1895-12-02,,Monday,913,2610
1895-12-03,,Tuesday,914,3117
1895-12-04,,Wednesday,915,1943
1895-12-05,,Thursday,916,2007
1895-12-06,,Friday,917,3214
1895-12-07,,Saturday,918,508
1895-12-09,,Monday,919,3706
1895-12-10,,Tuesday,920,2136
1895-12-11,,Wednesday,921,2092
1895-12-12,,Thursday,922,2476
1895-12-13,,Friday,923,3638
1895-12-14,,Saturday,924,2426
1895-12-16,,Monday,925,2274
1895-12-17,,Tuesday,926,610
1895-12-18,,Wednesday,927,301
1895-12-19,,Thursday,928,1450
1895-12-20,,Friday,929,2448
1895-12-21,,Saturday,930,3525
1895-12-23,,Monday,931,622
1895-12-24,,Tuesday,932,481
1895-12-25,,Wednesday,933,1467
1895-12-26,,Thursday,934,3713
1895-12-27,,Friday,935,1116
1895-12-28,,Saturday,936,3272
1895-12-30,,Monday,937,3263
1895-12-31,,Tuesday,938,945
1896-01-01,,Wednesday,939,1898
1896-01-02,,Thursday,940,2894
1896-01-03,,Friday,941,725
1896-01-04,,Saturday,942,233
1896-01-06,,Monday,943,1226
1896-01-07,,Tuesday,944,1528
1896-01-08,,Wednesday,945,3065
1896-01-09,,Thursday,946,2248
1896-01-10,,Friday,947,1593
1896-01-11,,Saturday,948,2374
1896-01-13,,Monday,949,20
1896-01-14,,Tuesday,950,714
1896-01-15,,Wednesday,951,2865
1896-01-16,,Thursday,952,944
1896-01-17,,Friday,953,2948
1896-01-18,,Saturday,954,2490
1896-01-20,,Monday,955,3684
1896-01-21,,Tuesday,956,1877
1896-01-22,,Wednesday,957,979
1896-01-23,,Thursday,958,3284
1896-01-24,,Friday,959,2032
1896-01-25,,Saturday,960,3676
1896-01-27,,Monday,961,2987
1896-01-28,,Tuesday,962,1496
1896-01-29,,Wednesday,963,2113
1896-01-30,,Thursday,964,3142
1896-01-31,,Friday,965,3079
1896-02-01,,Saturday,966,2178
1896-02-03,,Monday,967,853
1896-02-04,,Tuesday,968,3279
1896-02-05,,Wednesday,969,482
1896-02-06,,Thursday,970,1427
1896-02-07,,Friday,971,2277
1896-02-08,,Saturday,972,332
1896-02-10,,Monday,973,1637
1896-02-11,,Tuesday,974,2770
1896-02-12,,Wednesday,975,3305
1896-02-13,,Thursday,976,2086
1896-02-14,,Friday,977,2006
1896-02-15,,Saturday,978,335
1896-02-17,,Monday,979,2923
1896-02-18,,Tuesday,980,3470
1896-02-19,,Wednesday,981,2055
1896-02-20,,Thursday,982,2259
1896-02-21,,Friday,983,2612
1896-02-22,,Saturday,984,2190
1896-02-24,,Monday,985,3278
1896-02-25,,Tuesday,986,1646
1896-02-26,,Wednesday,987,2210
1896-02-27,,Thursday,988,2483
1896-02-28,,Friday,989,1936
1896-02-29,,Saturday,990,384
1896-03-02,,Monday,991,356
1896-03-03,,Tuesday,992,1588
1896-03-04,,Wednesday,993,513
1896-03-05,,Thursday,994,544
1896-03-06,,Friday,995,1101
1896-03-07,,Saturday,996,2955
1896-03-09,,Monday,997,408
1896-03-10,,Tuesday,998,2486
1896-03-11,,Wednesday,999,809
1896-03-12,,Thursday,1000,3321
1896-03-13,,Friday,1001,782
1896-03-14,,Saturday,1002,1122
1896-03-16,,Monday,1003,1215
1896-03-17,,Tuesday,1004,1164
1896-03-18,,Wednesday,1005,1728
1896-03-19,,Thursday,1006,166
1896-03-20,,Friday,1007,3716
1896-03-21,,Saturday,1008,919
1896-03-23,,Monday,1009,1668
1896-03-24,,Tuesday,1010,2435
1896-03-25,,Wednesday,1011,2959
1896-03-26,,Thursday,1012,308
1896-03-27,,Friday,1013,1713
1896-03-28,,Saturday,1014,3581
1896-03-30,,Monday,1015,3609
1896-03-31,,Tuesday,1016,3751
1896-04-01,,Wednesday,1017,840
1896-04-02,,Thursday,1018,828
1896-04-03,,Friday,1019,3239
1896-04-04,,Saturday,1020,253
1896-04-06,,Monday,1021,2593
1896-04-07,,Tuesday,1022,820
1896-04-08,,Wednesday,1023,2000
1896-04-09,,Thursday,1024,123
1896-04-10,,Friday,1025,1545
1896-04-11,,Saturday,1026,2752
1896-04-13,,Monday,1027,2061
1896-04-14,,Tuesday,1028,557
1896-04-15,,Wednesday,1029,1229
1896-04-16,,Thursday,1030,3047
1896-04-17,,Friday,1031,1071
1896-04-18,,Saturday,1032,3723
1896-04-20,,Monday,1033,929
1896-04-21,,Tuesday,1034,935
1896-04-22,,Wednesday,1035,2333
1896-04-23,,Thursday,1036,832
1896-04-24,,Friday,1037,3369
1896-04-25,,Saturday,1038,3250
1896-04-27,,Monday,1039,3153
1896-04-28,,Tuesday,1040,198
1896-04-29,,Wednesday,1041,1745
1896-04-30,,Thursday,1042,1606
1896-05-01,,Friday,1043,2543
1896-05-02,,Saturday,1044,2758
1896-05-04,,Monday,1045,1821
1896-05-05,,Tuesday,1046,790
1896-05-06,,Wednesday,1047,1555
1896-05-07,,Thursday,1048,3434
1896-05-08,,Friday,1049,3555
1896-05-09,,Saturday,1050,2176
1896-05-11,,Monday,1051,1308
1896-05-12,,Tuesday,1052,3124
1896-05-13,,Wednesday,1053,2218
1896-05-14,,Thursday,1054,1897
1896-05-15,,Friday,1055,1750
1896-05-16,,Saturday,1056,1156
1896-05-18,,Monday,1057,3018
1896-05-19,,Tuesday,1058,1836
1896-05-20,,Wednesday,1059,2738
1896-05-21,,Thursday,1060,1312
1896-05-22,,Friday,1061,2714
1896-05-23,,Saturday,1062,1147
1896-05-25,,Monday,1063,46
1896-05-26,,Tuesday,1064,1258
1896-05-27,,Wednesday,1065,629
1896-05-28,,Thursday,1066,1992
1896-05-29,,Friday,1067,484
1896-05-30,,Saturday,1068,1428
1896-06-01,,Monday,1069,969
1896-06-02,,Tuesday,1070,1574
1896-06-03,,Wednesday,1071,3077
1896-06-04,,Thursday,1072,3664
1896-06-05,,Friday,1073,128
1896-06-06,,Saturday,1074,2097
1896-06-08,,Monday,1075,3393
1896-06-09,,Tuesday,1076,2095
1896-06-10,,Wednesday,1077,3573
1896-06-11,,Thursday,1078,327
1896-06-12,,Friday,1079,3670
1896-06-13,,Saturday,1080,2914
1896-06-15,,Monday,1081,2094
1896-06-16,,Tuesday,1082,626
1896-06-17,,Wednesday,1083,2827
1896-06-18,,Thursday,1084,3694
1896-06-19,,Friday,1085,2198
1896-06-20,,Saturday,1086,3394
1896-06-22,,Monday,1087,498
1896-06-23,,Tuesday,1088,996
1896-06-24,,Wednesday,1089,888
1896-06-25,,Thursday,1090,337
1896-06-26,,Friday,1091,3678
1896-06-27,,Saturday,1092,2304
1896-06-29,,Monday,1093,2971
1896-06-30,,Tuesday,1094,1249
1896-07-01,,Wednesday,1095,2685
1896-07-02,,Thursday,1096,673
1896-07-03,,Friday,1097,1771
1896-07-04,,Saturday,1098,1199
1896-07-06,,Monday,1099,1344
1896-07-07,,Tuesday,1100,1412
1896-07-08,,Wednesday,1101,3282
1896-07-09,,Thursday,1102,889
1896-07-10,,Friday,1103,2931
1896-07-11,,Saturday,1104,2747
1896-07-13,,Monday,1105,2645
1896-07-14,,Tuesday,1106,2051
1896-07-15,,Wednesday,1107,535
1896-07-16,,Thursday,1108,1227
1896-07-17,,Friday,1109,3474
1896-07-18,,Saturday,1110,530
1896-07-20,,Monday,1111,737
1896-07-21,,Tuesday,1112,3328
1896-07-22,,Wednesday,1113,2710
1896-07-23,,Thursday,1114,397
1896-07-24,,Friday,1115,3378
1896-07-25,,Saturday,1116,3588
1896-07-27,,Monday,1117,3197
1896-07-28,,Tuesday,1118,1429
1896-07-29,,Wednesday,1119,3374
1896-07-30,,Thursday,1120,3475
1896-07-31,,Friday,1121,896
1896-08-01,,Saturday,1122,2296
1896-08-03,,Monday,1123,1649
1896-08-04,,Tuesday,1124,461
1896-08-05,,Wednesday,1125,2771
1896-08-06,,Thursday,1126,26
1896-08-07,,Friday,1127,3384
1896-08-08,,Saturday,1128,3695
1896-08-10,,Monday,1129,76
1896-08-11,,Tuesday,1130,2974
1896-08-12,,Wednesday,1131,3389
1896-08-13,,Thursday,1132,2860
1896-08-14,,Friday,1133,3390
1896-08-15,,Saturday,1134,3521
1896-08-17,,Monday,1135,3169
1896-08-18,,Tuesday,1136,2234
1896-08-19,,Wednesday,1137,186
1896-08-20,,Thursday,1138,2101
1896-08-21,,Friday,1139,98
1896-08-22,,Saturday,1140,3219
1896-08-24,,Monday,1141,2764
1896-08-25,,Tuesday,1142,3656
1896-08-26,,Wednesday,1143,2253
1896-08-27,,Thursday,1144,3407
1896-08-28,,Friday,1145,1348
1896-08-29,,Saturday,1146,731
1896-08-31,,Monday,1147,2906
1896-09-01,,Tuesday,1148,2050
1896-09-02,,Wednesday,1149,1485
1896-09-03,,Thursday,1150,2952
1896-09-04,,Friday,1151,213
1896-09-05,,Saturday,1152,2268
1896-09-07,,Monday,1153,2403
1896-09-08,,Tuesday,1154,2346
1896-09-09,,Wednesday,1155,1170
1896-09-10,,Thursday,1156,3718
1896-09-11,,Friday,1157,1996
1896-09-12,,Saturday,1158,126
1896-09-14,,Monday,1159,887
1896-09-15,,Tuesday,1160,793
1896-09-16,,Wednesday,1161,313
1896-09-17,,Thursday,1162,1338
1896-09-18,,Friday,1163,394
1896-09-19,,Saturday,1164,171
1896-09-21,,Monday,1165,499
1896-09-22,,Tuesday,1166,912
1896-09-23,,Wednesday,1167,3342
1896-09-24,,Thursday,1168,2451
1896-09-25,,Friday,1169,2568
1896-09-26,,Saturday,1170,525
1896-09-28,,Monday,1171,486
1896-09-29,,Tuesday,1172,2122
1896-09-30,,Wednesday,1173,1978
1896-10-01,,Thursday,1174,428
1896-10-02,,Friday,1175,777
1896-10-03,,Saturday,1176,2525
1896-10-05,,Monday,1177,2160
1896-10-06,,Tuesday,1178,3343
1896-10-07,,Wednesday,1179,349
1896-10-08,,Thursday,1180,3059
1896-10-09,,Friday,1181,3530
1896-10-10,,Saturday,1182,2376
1896-10-12,,Monday,1183,1289
1896-10-13,,Tuesday,1184,421
1896-10-14,,Wednesday,1185,3146
1896-10-15,,Thursday,1186,3045
1896-10-16,,Friday,1187,3198
1896-10-17,,Saturday,1188,2360
1896-10-19,,Monday,1189,3165
1896-10-20,,Tuesday,1190,2083
1896-10-21,,Wednesday,1191,1142
1896-10-22,,Thursday,1192,502
1896-10-23,,Friday,1193,2761
1896-10-24,,Saturday,1194,231
1896-10-26,,Monday,1195,3441
1896-10-27,,Tuesday,1196,3426
1896-10-28,,Wednesday,1197,1835
1896-10-29,,Thursday,1198,1369
1896-10-30,,Friday,1199,3112
1896-10-31,,Saturday,1200,88
1896-11-02,,Monday,1201,25
1896-11-03,,Tuesday,1202,2072
1896-11-04,,Wednesday,1203,2775
1896-11-05,,Thursday,1204,892
1896-11-06,,Friday,1205,514
1896-11-07,,Saturday,1206,124
1896-11-09,,Monday,1207,518
1896-11-10,,Tuesday,1208,3453
1896-11-11,,Wednesday,1209,2503
1896-11-12,,Thursday,1210,3597
1896-11-13,,Friday,1211,2803
1896-11-14,,Saturday,1212,1707
1896-11-16,,Monday,1213,3688
1896-11-17,,Tuesday,1214,96
1896-11-18,,Wednesday,1215,1899
1896-11-19,,Thursday,1216,3235
1896-11-20,,Friday,1217,252
1896-11-21,,Saturday,1218,439
1896-11-23,,Monday,1219,2174
1896-11-24,,Tuesday,1220,1700
1896-11-25,,Wednesday,1221,2396
1896-11-26,,Thursday,1222,3492
1896-11-27,,Friday,1223,2431
1896-11-28,,Saturday,1224,868
1896-11-30,,Monday,1225,748
1896-12-01,,Tuesday,1226,1850
1896-12-02,,Wednesday,1227,169
1896-12-03,,Thursday,1228,957
1896-12-04,,Friday,1229,3572
1896-12-05,,Saturday,1230,444
1896-12-07,,Monday,1231,3102
1896-12-08,,Tuesday,1232,1275
1896-12-09,,Wednesday,1233,517
1896-12-10,,Thursday,1234,1688
1896-12-11,,Friday,1235,38
1896-12-12,,Saturday,1236,3653
1896-12-14,,Monday,1237,467
1896-12-15,,Tuesday,1238,831
1896-12-16,,Wednesday,1239,2460
1896-12-17,,Thursday,1240,2711
1896-12-18,,Friday,1241,2519
1896-12-19,,Saturday,1242,2392
1896-12-21,,Monday,1243,2845
1896-12-22,,Tuesday,1244,1032
1896-12-23,,Wednesday,1245,2716
1896-12-24,,Thursday,1246,416
1896-12-25,,Friday,1247,2582
1896-12-26,,Saturday,1248,234
1896-12-28,,Monday,1249,132
1896-12-29,,Tuesday,1250,627
1896-12-30,,Wednesday,1251,1162
1896-12-31,,Thursday,1252,3370
1897-01-01,,Friday,1253,3291
1897-01-02,,Saturday,1254,405
1897-01-04,,Monday,1255,2618
1897-01-05,,Tuesday,1256,3671
1897-01-06,,Wednesday,1257,975
1897-01-07,,Thursday,1258,554
1897-01-08,,Friday,1259,1511
1897-01-09,,Saturday,1260,1277
1897-01-11,,Monday,1261,3511
1897-01-12,,Tuesday,1262,671
1897-01-13,,Wednesday,1263,333
1897-01-14,,Thursday,1264,187
1897-01-15,,Friday,1265,3267
1897-01-16,,Saturday,1266,442
1897-01-18,,Monday,1267,818
1897-01-19,,Tuesday,1268,1792
1897-01-20,,Wednesday,1269,3512
1897-01-21,,Thursday,1270,3677
1897-01-22,,Friday,1271,3330
1897-01-23,,Saturday,1272,863
1897-01-25,,Monday,1273,3022
1897-01-26,,Tuesday,1274,393
1897-01-27,,Wednesday,1275,1495
1897-01-28,,Thursday,1276,884
1897-01-29,,Friday,1277,2135
1897-01-30,,Saturday,1278,1616
1897-02-01,,Monday,1279,862
1897-02-02,,Tuesday,1280,3675
1897-02-03,,Wednesday,1281,51
1897-02-04,,Thursday,1282,2855
1897-02-05,,Friday,1283,3715
1897-02-06,,Saturday,1284,2573
1897-02-08,,Monday,1285,1282
1897-02-09,,Tuesday,1286,3657
1897-02-10,,Wednesday,1287,1590
1897-02-11,,Thursday,1288,1517
1897-02-12,,Friday,1289,555
1897-02-13,,Saturday,1290,1279
1897-02-15,,Monday,1291,686
1897-02-16,,Tuesday,1292,553
1897-02-17,,Wednesday,1293,692
1897-02-18,,Thursday,1294,2093
1897-02-19,,Friday,1295,2087
1897-02-20,,Saturday,1296,959
1897-02-22,,Monday,1297,965
1897-02-23,,Tuesday,1298,1610
1897-02-24,,Wednesday,1299,2766
1897-02-25,,Thursday,1300,3682
1897-02-26,,Friday,1301,259
1897-02-27,,Saturday,1302,3736
1897-03-01,,Monday,1303,1248
1897-03-02,,Tuesday,1304,3739
1897-03-03,,Wednesday,1305,473
1897-03-04,,Thursday,1306,1727
1897-03-05,,Friday,1307,1453
1897-03-06,,Saturday,1308,3129
1897-03-08,,Monday,1309,3125
1897-03-09,,Tuesday,1310,2825
1897-03-10,,Wednesday,1311,28
1897-03-11,,Thursday,1312,2191
1897-03-12,,Friday,1313,2899
1897-03-13,,Saturday,1314,2345
1897-03-15,,Monday,1315,2271
1897-03-16,,Tuesday,1316,2020
1897-03-17,,Wednesday,1317,2216
1897-03-18,,Thursday,1318,2753
1897-03-19,,Friday,1319,3030
1897-03-20,,Saturday,1320,3092
1897-03-22,,Monday,1321,2536
1897-03-23,,Tuesday,1322,1925
1897-03-24,,Wednesday,1323,1255
1897-03-25,,Thursday,1324,1066
1897-03-26,,Friday,1325,3612
1897-03-27,,Saturday,1326,1642
1897-03-29,,Monday,1327,2945
1897-03-30,,Tuesday,1328,3687
1897-03-31,,Wednesday,1329,839
1897-04-01,,Thursday,1330,536
1897-04-02,,Friday,1331,2306
1897-04-03,,Saturday,1332,3709
1897-04-05,,Monday,1333,2012
1897-04-06,,Tuesday,1334,1253
1897-04-07,,Wednesday,1335,719
1897-04-08,,Thursday,1336,3584
1897-04-09,,Friday,1337,647
1897-04-10,,Saturday,1338,1917
1897-04-12,,Monday,1339,464
1897-04-13,,Tuesday,1340,2785
1897-04-14,,Wednesday,1341,1617
1897-04-15,,Thursday,1342,617
1897-04-16,,Friday,1343,161
1897-04-17,,Saturday,1344,1358
1897-04-19,,Monday,1345,1826
1897-04-20,,Tuesday,1346,1204
1897-04-21,,Wednesday,1347,3602
1897-04-22,,Thursday,1348,3380
1897-04-23,,Friday,1349,776
1897-04-24,,Saturday,1350,640
1897-04-26,,Monday,1351,3637
1897-04-27,,Tuesday,1352,3007
1897-04-28,,Wednesday,1353,823
1897-04-29,,Thursday,1354,724
1897-04-30,,Friday,1355,2763
1897-05-01,,Saturday,1356,2406
1897-05-03,,Monday,1357,1660
1897-05-04,,Tuesday,1358,1832
1897-05-05,,Wednesday,1359,2196
1897-05-06,,Thursday,1360,3559
1897-05-07,,Friday,1361,3387
1897-05-08,,Saturday,1362,771
1897-05-10,,Monday,1363,1823
1897-05-11,,Tuesday,1364,412
1897-05-12,,Wednesday,1365,3171
1897-05-13,,Thursday,1366,2021
1897-05-14,,Friday,1367,1340
1897-05-15,,Saturday,1368,2249
1897-05-17,,Monday,1369,3409
1897-05-18,,Tuesday,1370,1145
1897-05-19,,Wednesday,1371,2857
1897-05-20,,Thursday,1372,1635
1897-05-21,,Friday,1373,3468
1897-05-22,,Saturday,1374,1852
1897-05-24,,Monday,1375,2968
1897-05-25,,Tuesday,1376,1648
1897-05-26,,Wednesday,1377,3367
1897-05-27,,Thursday,1378,3295
1897-05-28,,Friday,1379,475
1897-05-29,,Saturday,1380,2975
1897-05-31,,Monday,1381,849
1897-06-01,,Tuesday,1382,3599
1897-06-02,,Wednesday,1383,908
1897-06-03,,Thursday,1384,1709
1897-06-04,,Friday,1385,3631
1897-06-05,,Saturday,1386,2328
1897-06-07,,Monday,1387,431
1897-06-08,,Tuesday,1388,3135
1897-06-09,,Wednesday,1389,3002
1897-06-10,,Thursday,1390,1757
1897-06-11,,Friday,1391,578
1897-06-12,,Saturday,1392,3542
1897-06-14,,Monday,1393,3363
1897-06-15,,Tuesday,1394,2288
1897-06-16,,Wednesday,1395,2323
1897-06-17,,Thursday,1396,2294
1897-06-18,,Friday,1397,2079
1897-06-19,,Saturday,1398,2599
1897-06-21,,Monday,1399,1937
1897-06-22,,Tuesday,1400,238
1897-06-23,,Wednesday,1401,1128
1897-06-24,,Thursday,1402,2410
1897-06-25,,Friday,1403,3596
1897-06-26,,Saturday,1404,2608
1897-06-28,,Monday,1405,1795
1897-06-29,,Tuesday,1406,64
1897-06-30,,Wednesday,1407,733
1897-07-01,,Thursday,1408,2664
1897-07-02,,Friday,1409,3136
1897-07-03,,Saturday,1410,2919
1897-07-05,,Monday,1411,2782
1897-07-06,,Tuesday,1412,740
1897-07-07,,Wednesday,1413,2646
1897-07-08,,Thursday,1414,1132
1897-07-09,,Friday,1415,2301
1897-07-10,,Saturday,1416,1171
1897-07-12,,Monday,1417,785
1897-07-13,,Tuesday,1418,241
1897-07-14,,Wednesday,1419,1576
1897-07-15,,Thursday,1420,903
1897-07-16,,Friday,1421,1117
1897-07-17,,Saturday,1422,346
1897-07-19,,Monday,1423,2858
1897-07-20,,Tuesday,1424,153
1897-07-21,,Wednesday,1425,605
1897-07-22,,Thursday,1426,2411
1897-07-23,,Friday,1427,2751
1897-07-24,,Saturday,1428,1613
1897-07-26,,Monday,1429,2601
1897-07-27,,Tuesday,1430,2895
1897-07-28,,Wednesday,1431,217
1897-07-29,,Thursday,1432,2388
1897-07-30,,Friday,1433,2648
1897-07-31,,Saturday,1434,1313
1897-08-02,,Monday,1435,321
1897-08-03,,Tuesday,1436,958
1897-08-04,,Wednesday,1437,75
1897-08-05,,Thursday,1438,1534
1897-08-06,,Friday,1439,1470
1897-08-07,,Saturday,1440,1440
1897-08-09,,Monday,1441,3006
1897-08-10,,Tuesday,1442,3128
1897-08-11,,Wednesday,1443,716
1897-08-12,,Thursday,1444,1910
1897-08-13,,Friday,1445,2150
1897-08-14,,Saturday,1446,3016
1897-08-16,,Monday,1447,2415
1897-08-17,,Tuesday,1448,511
1897-08-18,,Wednesday,1449,3554
1897-08-19,,Thursday,1450,1383
1897-08-20,,Friday,1451,488
1897-08-21,,Saturday,1452,3633
1897-08-23,,Monday,1453,2981
1897-08-24,,Tuesday,1454,2876
1897-08-25,,Wednesday,1455,2839
1897-08-26,,Thursday,1456,1541
1897-08-27,,Friday,1457,906
1897-08-28,,Saturday,1458,2275
1897-08-30,,Monday,1459,2153
1897-08-31,,Tuesday,1460,1293
1897-09-01,,Wednesday,1461,1206
1897-09-02,,Thursday,1462,3400
1897-09-03,,Friday,1463,3582
1897-09-04,,Saturday,1464,2493
1897-09-06,,Monday,1465,1483
1897-09-07,,Tuesday,1466,1104
1897-09-08,,Wednesday,1467,3590
1897-09-09,,Thursday,1468,3583
1897-09-10,,Friday,1469,3012
1897-09-11,,Saturday,1470,2913
1897-09-13,,Monday,1471,789
1897-09-14,,Tuesday,1472,1419
1897-09-15,,Wednesday,1473,3732
1897-09-16,,Thursday,1474,2289
1897-09-17,,Friday,1475,1673
1897-09-18,,Saturday,1476,2756
1897-09-20,,Monday,1477,628
1897-09-21,,Tuesday,1478,3412
1897-09-22,,Wednesday,1479,2702
1897-09-23,,Thursday,1480,19
1897-09-24,,Friday,1481,1639
1897-09-25,,Saturday,1482,1758
1897-09-27,,Monday,1483,1655
1897-09-28,,Tuesday,1484,1876
1897-09-29,,Wednesday,1485,2062
1897-09-30,,Thursday,1486,1779
1897-10-01,,Friday,1487,1888
1897-10-02,,Saturday,1488,2252
1897-10-04,,Monday,1489,1241
1897-10-05,,Tuesday,1490,1601
1897-10-06,,Wednesday,1491,2279
1897-10-07,,Thursday,1492,1600
1897-10-08,,Friday,1493,3379
1897-10-09,,Saturday,1494,3451
1897-10-11,,Monday,1495,1971
1897-10-12,,Tuesday,1496,1091
1897-10-13,,Wednesday,1497,1489
1897-10-14,,Thursday,1498,2106
1897-10-15,,Friday,1499,1295
1897-10-16,,Saturday,1500,577
1897-10-18,,Monday,1501,1455
1897-10-19,,Tuesday,1502,1703
1897-10-20,,Wednesday,1503,2369
1897-10-21,,Thursday,1504,16
1897-10-22,,Friday,1505,3636
1897-10-23,,Saturday,1506,3200
1897-10-25,,Monday,1507,2508
1897-10-26,,Tuesday,1508,2022
1897-10-27,,Wednesday,1509,24
1897-10-28,,Thursday,1510,1026
1897-10-29,,Friday,1511,2821
1897-10-30,,Saturday,1512,1914
1897-11-01,,Monday,1513,707
1897-11-02,,Tuesday,1514,2728
1897-11-03,,Wednesday,1515,718
1897-11-04,,Thursday,1516,1024
1897-11-05,,Friday,1517,71
1897-11-06,,Saturday,1518,2278
1897-11-08,,Monday,1519,2283
1897-11-09,,Tuesday,1520,921
1897-11-10,,Wednesday,1521,2464
1897-11-11,,Thursday,1522,2379
1897-11-12,,Friday,1523,140
1897-11-13,,Saturday,1524,1256
1897-11-15,,Monday,1525,1503
1897-11-16,,Tuesday,1526,2814
1897-11-17,,Wednesday,1527,1591
1897-11-18,,Thursday,1528,1644
1897-11-19,,Friday,1529,1355
1897-11-20,,Saturday,1530,2413
1897-11-22,,Monday,1531,3462
1897-11-23,,Tuesday,1532,2565
1897-11-24,,Wednesday,1533,2706
1897-11-25,,Thursday,1534,2798
1897-11-26,,Friday,1535,1346
1897-11-27,,Saturday,1536,3288
1897-11-29,,Monday,1537,2653
1897-11-30,,Tuesday,1538,827
1897-12-01,,Wednesday,1539,256
1897-12-02,,Thursday,1540,1153
1897-12-03,,Friday,1541,676
1897-12-04,,Saturday,1542,2822
1897-12-06,,Monday,1543,341
1897-12-07,,Tuesday,1544,2660
